customer_id,fname,lname,segment,country,city,state,street,zipcode
3375,Mary,Sanchez,Consumer,Puerto Rico,Caguas,PR,6174 Wishing Front,725.0
1339,Melissa,Mack,Consumer,Puerto Rico,Caguas,PR,9447 Dusty Gate Centre,725.0
7247,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,6401 Shady Embers Farms,725.0
1273,Maria,Evans,Consumer,Puerto Rico,Caguas,PR,595 Indian Path,725.0
6277,Eugene,Smith,Consumer,Puerto Rico,Caguas,PR,1820 Noble Elk Harbour,725.0
7701,James,Lawson,Consumer,Puerto Rico,Caguas,PR,1577 Green Vista,725.0
4126,John,Stokes,Consumer,Puerto Rico,Caguas,PR,9920 Little Lane,725.0
9528,Mary,Flores,Consumer,Puerto Rico,Caguas,PR,3089 Gentle Horse Chase,725.0
1853,Mary,Austin,Consumer,Puerto Rico,Caguas,PR,4090 Colonial End,725.0
11149,Roy,Smith,Consumer,Puerto Rico,Caguas,PR,4601 Amber Grove Hollow,725.0
5828,Katherine,Oconnell,Consumer,Puerto Rico,Caguas,PR,2127 Middle Goose Mews,725.0
6887,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,8840 Harvest Towers,725.0
4781,Janet,Smith,Consumer,Puerto Rico,Caguas,PR,8617 Cinder Mountain Forest,725.0
10668,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,5087 Crystal Hills Manor,725.0
5421,Mary,Carlson,Consumer,Puerto Rico,Caguas,PR,1548 Lazy Place,725.0
10200,Nicole,Smith,Consumer,Puerto Rico,Caguas,PR,9009 Merry Nectar Heights,725.0
11254,Sharon,Smith,Consumer,Puerto Rico,Caguas,PR,4316 Misty Way,725.0
11106,Mary,Navarro,Consumer,Puerto Rico,Caguas,PR,6324 Lazy Lane,725.0
8456,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,9198 Rocky Run,725.0
6149,Matthew,Bush,Consumer,Puerto Rico,Caguas,PR,5736 Heather Byway,725.0
1473,Anthony,Young,Consumer,Puerto Rico,Caguas,PR,7334 Umber Expressway,725.0
1840,Jerry,Smith,Consumer,Puerto Rico,Caguas,PR,427 Grand Branch Hill,725.0
6757,Mary,Freeman,Consumer,Puerto Rico,Caguas,PR,2035 Lazy Diversion,725.0
3972,Laura,Bennett,Consumer,Puerto Rico,Caguas,PR,4520 Grand Port,725.0
9316,Megan,Sanders,Consumer,Puerto Rico,Caguas,PR,7489 Green End,725.0
11213,Mary,Black,Consumer,Puerto Rico,Caguas,PR,620 Thunder Creek Towers,725.0
3474,Jack,Hatfield,Consumer,Puerto Rico,Caguas,PR,555 Lazy Robin Freeway,725.0
14630,Kirestin,Barr,Consumer,Puerto Rico,Caguas,PR,4722 Round Embers Falls,725.0
13256,Nora,Downs,Consumer,Puerto Rico,Caguas,PR,1836 Cozy View Orchard,725.0
14665,Jennifer,Stokes,Consumer,Puerto Rico,Caguas,PR,5257 Umber Field,725.0
13363,Madonna,Ingram,Consumer,Puerto Rico,Caguas,PR,9079 Dewy Deer Harbour,725.0
14645,Noelani,Hyde,Consumer,Puerto Rico,Caguas,PR,1284 High Apple Highlands,725.0
13163,Sydnee,Nolan,Consumer,Puerto Rico,Caguas,PR,9816 Grand Hills Knoll,725.0
14553,Willa,Potter,Consumer,Puerto Rico,Caguas,PR,5301 Blue Street,725.0
14287,Alma,Delgado,Consumer,Puerto Rico,Caguas,PR,7274 Middle Wynd,725.0
13179,Ila,Knight,Consumer,Puerto Rico,Caguas,PR,2668 Velvet Row ,725.0
13035,Belle,Booker,Consumer,Puerto Rico,Caguas,PR,567 Fallen Pines ,725.0
14322,Alyssa,Contreras,Consumer,Puerto Rico,Caguas,PR,9870 Little Hickory Loop,725.0
13196,Lani,Nash,Consumer,Puerto Rico,Caguas,PR,5763 Green Crossing ,725.0
14604,Demetria,Jarvis,Consumer,Puerto Rico,Caguas,PR,4854 Tawny Cove,725.0
12961,Joan,Nixon,Consumer,Puerto Rico,Caguas,PR,8297 Golden Green ,725.0
14676,Gay,Harper,Consumer,Puerto Rico,Caguas,PR,7293 Lazy Hill,725.0
14087,Audrey,Acosta,Consumer,Puerto Rico,Caguas,PR,8967 Sleepy Lane,725.0
13194,Riley,Jones,Consumer,Puerto Rico,Caguas,PR,6370 Emerald Row ,725.0
14513,Imani,Kelly,Consumer,Puerto Rico,Caguas,PR,3065 Foggy Horse Port,725.0
13461,Mechelle,Parker,Consumer,Puerto Rico,Caguas,PR,1393 Umber Sky Estates,725.0
14510,Imani,Castaneda,Consumer,Puerto Rico,Caguas,PR,5493 Burning Horse Heath,725.0
13190,Whitney,Henderson,Consumer,Puerto Rico,Caguas,PR,529 Blue Grove Rise,725.0
14508,Roanna,Martin,Consumer,Puerto Rico,Caguas,PR,4462 Little Lagoon Route,725.0
14472,Vivian,Hays,Consumer,Puerto Rico,Caguas,PR,9854 Jagged Impasse,725.0
14562,Xantha,Brock,Consumer,Puerto Rico,Caguas,PR,5336 Sleepy Sky Common,725.0
13206,Zia,Davis,Consumer,Puerto Rico,Caguas,PR,3836 Blue Brook Stead,725.0
13080,Mara,Duffy,Consumer,Puerto Rico,Caguas,PR,4896 Honey Wood ,725.0
14633,Sloane,Long,Consumer,Puerto Rico,Caguas,PR,4592 Grand Timber Ramp,725.0
14097,Winifred,Alexander,Consumer,Puerto Rico,Caguas,PR,146 Middle Terrace,725.0
13024,Giselle,Farrell,Consumer,Puerto Rico,Caguas,PR,3710 Little Nook ,725.0
778,John,Buckley,Consumer,Puerto Rico,Caguas,PR,9598 Cinder Close,725.0
7146,Nancy,Curry,Consumer,Puerto Rico,Caguas,PR,6998 Old Treasure Crossing,725.0
6365,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,100 Jagged Cloud Pathway,725.0
8422,Wayne,Crawford,Consumer,Puerto Rico,Caguas,PR,8110 Old Place,725.0
3784,Mary,Sharp,Consumer,Puerto Rico,Caguas,PR,9221 Cotton Butterfly Terrace,725.0
10519,Mary,Smith,Consumer,Puerto Rico,Caguas,PR,4110 Quaking Abbey,725.0
7132,David,Guerra,Consumer,Puerto Rico,Caguas,PR,6574 Shady Horse Wood,725.0
3709,Mary,Padilla,Consumer,Puerto Rico,Caguas,PR,4555 Amber Apple Cape,725.0
1509,Patricia,Petersen,Consumer,EE. UU.,Freeport,NY,3675 Emerald Goose Bank,11520.0
1636,Julie,Petersen,Consumer,EE. UU.,Fort Washington,MD,9375 Harvest Circuit,20744.0
2784,Lisa,Smith,Consumer,EE. UU.,Bakersfield,CA,3993 Thunder Hills Port,93304.0
9174,Tyler,Smith,Consumer,EE. UU.,Corona,NY,9414 Thunder Island Court,11368.0
122,Karen,Smith,Consumer,EE. UU.,Cincinnati,OH,7573 Cozy Goose Road,45238.0
3800,Shawn,Smith,Consumer,EE. UU.,Germantown,MD,5985 Silent Leaf Vale,20874.0
10029,Mary,Silva,Consumer,EE. UU.,Carrollton,TX,1230 Crystal Lookout,75006.0
2805,Willie,Smith,Consumer,EE. UU.,Houston,TX,6350 Lost Hollow,77093.0
12253,Mary,Chan,Consumer,EE. UU.,Carlisle,PA,4898 Red Butterfly Autoroute,17013.0
3528,Nicole,Brooks,Consumer,EE. UU.,Los Angeles,CA,7312 Crystal Willow Villas,90023.0
11018,Bruce,Smith,Consumer,EE. UU.,Ewa Beach,HI,9595 Blue Promenade,96706.0
3222,Mary,Williams,Consumer,EE. UU.,Lakewood,NJ,1790 Noble Brook Run,8701.0
6246,Melissa,Ramirez,Consumer,EE. UU.,Rome,NY,2459 Round Spring Towers,13440.0
8741,Gregory,Smith,Consumer,EE. UU.,Vista,CA,690 Colonial Pine Passage,92083.0
8050,Elizabeth,Smith,Consumer,EE. UU.,Fort Worth,TX,739 Jagged Goose Street,76106.0
5474,Mary,Sanchez,Consumer,EE. UU.,Fond Du Lac,WI,29 Gentle Spring Mews,54935.0
474,Mary,Patton,Consumer,EE. UU.,Philadelphia,PA,5532 Tawny Pines,19139.0
12255,Mary,Davis,Consumer,EE. UU.,Ontario,CA,4502 Hazy Run,91764.0
10288,Mark,Smith,Consumer,EE. UU.,Oviedo,FL,6026 Stony Elk Hill,32765.0
4717,Mary,Sanders,Consumer,EE. UU.,Buffalo,NY,4903 Lazy Parkway,14221.0
4799,Paul,Jensen,Consumer,EE. UU.,Honolulu,HI,3902 Foggy Swale,96822.0
4533,Walter,Chavez,Consumer,EE. UU.,Oceanside,CA,990 Dewy Crest,92056.0
12383,Joyce,Phillips,Consumer,EE. UU.,North Tonawanda,NY,9899 Hazy Falls,14120.0
3518,Daniel,Smith,Consumer,EE. UU.,Clovis,CA,7449 Merry Chase,93611.0
4674,Mary,Lynn,Consumer,EE. UU.,Jamaica,NY,7694 Velvet Turnabout,11434.0
8519,Pamela,Michael,Consumer,EE. UU.,Granite City,IL,1585 Stony Rabbit Hollow,62040.0
5302,Betty,Smith,Consumer,EE. UU.,Medford,MA,2289 Cozy Promenade,2155.0
3594,Mary,Smith,Consumer,EE. UU.,Pomona,CA,830 Clear Sky Vale,91766.0
9890,Christian,Luna,Consumer,EE. UU.,Tempe,AZ,2833 Clear Valley,85281.0
1410,Mary,Smith,Consumer,EE. UU.,Santa Ana,CA,4682 Cozy Freeway,92703.0
7521,Mary,Ortega,Consumer,EE. UU.,York,PA,4196 Noble Beacon Mews,17402.0
2106,Mary,Grimes,Consumer,EE. UU.,Aurora,CO,231 Bright Alley,80010.0
8144,Mary,Summers,Consumer,EE. UU.,Simi Valley,CA,3926 Stony Gardens,93065.0
5643,Tiffany,Caldwell,Consumer,EE. UU.,Silver Spring,MD,3632 Fallen Pioneer Isle,20904.0
2041,Paul,Garcia,Consumer,EE. UU.,Saint Paul,MN,1070 Dusty Beacon Maze,55124.0
7537,Stephen,Lee,Consumer,EE. UU.,San Antonio,TX,469 Crystal Anchor Mountain,78201.0
3056,George,Middleton,Consumer,EE. UU.,Philadelphia,PA,3601 Cozy Creek Trail,19143.0
7967,Samuel,Jones,Consumer,EE. UU.,Philadelphia,PA,7007 Quiet Via,19149.0
1758,Larry,King,Consumer,EE. UU.,Bronx,NY,2515 Burning Boulevard,10466.0
7884,Peter,Smith,Corporate,EE. UU.,Greenville,NC,2127 Cozy Deer Bank,27858.0
289,Diana,Richards,Corporate,EE. UU.,Morristown,NJ,3593 Easy Embers Field,7960.0
10081,Mary,Castillo,Corporate,EE. UU.,San Diego,CA,9900 Hidden Rise Downs,92115.0
1169,Mary,Smith,Corporate,EE. UU.,Oxnard,CA,1055 Crystal Woods,93030.0
1182,Mary,Smith,Corporate,EE. UU.,Miami,FL,5365 Tawny Apple Limits,33147.0
717,Mary,Camacho,Corporate,EE. UU.,Albuquerque,NM,4845 Thunder Embers Hollow,87111.0
20423,Ainsley,Leach,Corporate,EE. UU.,Amarillo,TX,5154 Honey Bend,79109.0
5801,Theresa,Pearson,Corporate,EE. UU.,Lutz,FL,6715 Gentle Horse Row,33549.0
702,Cynthia,Smith,Corporate,EE. UU.,Bend,OR,6412 Crystal View Townline,97701.0
6951,Mary,Williams,Corporate,EE. UU.,East Brunswick,NJ,263 Harvest Wood,8816.0
6780,Sean,Chung,Corporate,EE. UU.,Lancaster,SC,7111 Cotton Blossom Estates,29720.0
6422,Jonathan,Richmond,Corporate,EE. UU.,Ontario,CA,3005 Bright Maze,91762.0
5384,Christopher,Smith,Corporate,EE. UU.,Houston,TX,5657 Lost Expressway,77015.0
2985,Donald,Price,Corporate,EE. UU.,Hampton,VA,183 Velvet Grove Towers,23666.0
18349,Rana,Moreno,Corporate,EE. UU.,New York,NY,2275 Rustic Impasse,10016.0
11286,Mary,Garcia,Corporate,EE. UU.,Porterville,CA,8279 Bright Fox Highway,93257.0
489,William,Smith,Corporate,EE. UU.,Portland,OR,2792 Middle Mount,97223.0
4510,Rachel,Cochran,Corporate,EE. UU.,Strongsville,OH,6414 Jagged Sky Gardens,44136.0
9626,Dorothy,Frye,Corporate,EE. UU.,El Paso,TX,4849 Clear Blossom Turnabout,79927.0
9494,Robert,Gilmore,Corporate,EE. UU.,Del Rio,TX,8248 Clear Glade,78840.0
1718,Mary,Smith,Corporate,EE. UU.,Buffalo,NY,4606 Umber Range,14221.0
5295,Mary,Williams,Corporate,EE. UU.,Bountiful,UT,2058 Quaking Oak Common,84010.0
3984,Brenda,Webster,Corporate,EE. UU.,Kent,WA,5131 Gentle Limits,98031.0
5270,Andrea,Johnson,Corporate,EE. UU.,Chicago,IL,9595 Iron Orchard,60620.0
10966,Martha,Pierce,Corporate,EE. UU.,Plymouth,MA,6797 Quiet Mountain Rise,2360.0
1868,Mary,Riddle,Corporate,EE. UU.,Far Rockaway,NY,340 Velvet Barn Gate,11691.0
17446,Freya,Golden,Corporate,EE. UU.,Houston,TX,569 Hazy Wynd,77088.0
10071,Mary,Lawrence,Corporate,EE. UU.,Philadelphia,PA,5768 Jagged Zephyr Port,19124.0
1271,Carolyn,Shea,Corporate,EE. UU.,Simi Valley,CA,1021 Silver Log Cape,93065.0
11930,Mary,Gilbert,Corporate,EE. UU.,Detroit,MI,2002 Noble Crescent,48227.0
20529,Lynn,Sweeney,Corporate,EE. UU.,Garden Grove,CA,7262 Emerald Boulevard,92840.0
8358,Mary,Smith,Corporate,EE. UU.,San Diego,CA,9176 Shady Barn Jetty,92105.0
7705,Julia,Robinson,Corporate,EE. UU.,Chicago,IL,3670 Broad Mountain Link,60609.0
17392,Patience,Ward,Corporate,EE. UU.,Placentia,CA,7126 Hazy Berry Mount,92870.0
18276,Cheryl,Koch,Corporate,EE. UU.,San Jose,CA,4845 Thunder Embers Hollow,95148.0
7795,Sandra,Smith,Corporate,EE. UU.,Honolulu,HI,1134 Misty River Woods,96822.0
20655,Whitney,Collins,Corporate,EE. UU.,Mentor,OH,5808 Silver Rise Circuit,44060.0
2454,Kyle,Curtis,Corporate,EE. UU.,Santa Clara,CA,3180 Golden Cider Circle,95051.0
150,Mary,Smith,Corporate,EE. UU.,Union,NJ,5593 Indian Trail,7083.0
10671,Timothy,Moses,Corporate,EE. UU.,Long Beach,CA,1987 Grand Alley,90805.0
11924,Mary,Ramos,Corporate,EE. UU.,Westminster,CA,4463 Cotton Quail Forest,92683.0
16086,Aimee,Terrell,Corporate,EE. UU.,Pompano Beach,FL,5875 Grand Campus,33068.0
4398,Mary,Yoder,Consumer,EE. UU.,Azusa,CA,1010 Rustic Fox View,91702.0
5687,Mary,Chapman,Consumer,EE. UU.,Fort Lauderdale,FL,1430 Easy Spring Key,33324.0
8534,Mary,Rose,Consumer,EE. UU.,San Antonio,TX,3050 Crystal Fawn Green,78201.0
3372,Virginia,Smith,Consumer,EE. UU.,Princeton,NJ,3139 Golden Autumn Byway,8540.0
10927,Jessica,Lang,Consumer,EE. UU.,Perth Amboy,NJ,3356 Crystal Farm,8861.0
3597,Margaret,Smith,Consumer,EE. UU.,Miami,FL,8473 Crystal Hickory Path,33162.0
2052,Mary,Anthony,Consumer,EE. UU.,Loveland,OH,874 Thunder Front,45140.0
4399,Richard,Smith,Consumer,EE. UU.,Virginia Beach,VA,9627 Little Terrace,23455.0
185,Deborah,Smith,Consumer,EE. UU.,Louisville,KY,9295 Emerald Downs,40214.0
3441,Emma,Russell,Consumer,EE. UU.,Lockport,NY,8400 Clear Wagon  Row,14094.0
11947,Mary,Smith,Consumer,EE. UU.,Chicago,IL,5420 Crystal Hill,60608.0
1555,Adam,Smith,Consumer,EE. UU.,Staten Island,NY,4047 Grand Port,10314.0
9399,Mary,Bennett,Consumer,EE. UU.,Tucson,AZ,6575 Quiet Loop,85719.0
2792,Roy,Carey,Consumer,EE. UU.,Plymouth,MA,4317 Emerald Bay,2360.0
10118,Mary,Reynolds,Consumer,EE. UU.,Cleveland,OH,5325 Amber Blossom Way,44120.0
8544,Sarah,Smith,Consumer,EE. UU.,Bronx,NY,3065 Foggy Horse Port,10458.0
4296,Edward,Sanchez,Consumer,EE. UU.,Webster,NY,3867 Middle Leaf By-pass,14580.0
4391,Harry,Smith,Consumer,EE. UU.,Stockton,CA,6332 Round Range,95207.0
2882,Mary,Decker,Consumer,EE. UU.,Amarillo,TX,6826 Quiet Lane,79109.0
3283,Charles,Ramos,Consumer,EE. UU.,Martinsburg,WV,3882 Golden Maze,25401.0
397,Mary,Delgado,Consumer,EE. UU.,Cumberland,MD,1102 Misty Rabbit Alley,21502.0
4104,Debra,Butler,Consumer,EE. UU.,Pekin,IL,8581 Blue Crescent,61554.0
12214,Jennifer,Summers,Consumer,EE. UU.,Tallahassee,FL,2749 Emerald Glen,32308.0
10699,Mary,Lee,Consumer,EE. UU.,Jacksonville,FL,7320 Wishing Rise Mall ,32225.0
2091,Doris,Smith,Consumer,EE. UU.,Woonsocket,RI,3087 Hazy Glen,2895.0
10474,Benjamin,Case,Consumer,EE. UU.,Stockton,CA,125 Easy Lake Close,95206.0
7504,Stephanie,Smith,Consumer,EE. UU.,Lithonia,GA,4263 Cozy Embers Ledge,30058.0
7518,Mary,Padilla,Consumer,EE. UU.,Oak Lawn,IL,9725 Cotton Forest,60453.0
1738,Nicholas,Murray,Consumer,EE. UU.,Detroit,MI,1915 Thunder Hickory Freeway,48213.0
